d_model	depth	heads	lr	run_params	max_val_acc_bin0	max_val_acc_bin1
2	3	3	0.01	-model_type SAN	2	3	3	0.01	-model_type SAN -pos_encode	2	3	3	0.01	-model_type SAN-Rel	2	3	3	0.001	-model_type SAN	2	3	3	0.001	-model_type SAN -pos_encode	2	3	3	0.001	-model_type SAN-Rel	2	3	4	0.01	-model_type SAN	2	3	4	0.01	-model_type SAN -pos_encode	2	3	4	0.01	-model_type SAN-Rel	2	3	4	0.001	-model_type SAN	2	3	4	0.001	-model_type SAN -pos_encode	2	3	4	0.001	-model_type SAN-Rel	2	4	1	0.01	-model_type SAN	0.025793650793650792	0.0
2	4	1	0.01	-model_type SAN -pos_encode	0.025793650793650792	0.0
2	4	1	0.01	-model_type SAN-Rel	0.025793650793650792	0.0
2	4	1	0.001	-model_type SAN	0.025793650793650792	0.0
2	4	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
2	4	1	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
2	4	2	0.01	-model_type SAN	0.025793650793650792	0.0
2	4	2	0.01	-model_type SAN -pos_encode	0.025793650793650792	0.0
2	4	2	0.01	-model_type SAN-Rel	0.025793650793650792	0.0
2	4	2	0.001	-model_type SAN	0.025793650793650792	0.0
2	4	2	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
2	4	2	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
2	4	3	0.01	-model_type SAN	2	4	3	0.01	-model_type SAN -pos_encode	2	4	3	0.01	-model_type SAN-Rel	2	4	3	0.001	-model_type SAN	2	4	3	0.001	-model_type SAN -pos_encode	2	4	3	0.001	-model_type SAN-Rel	2	4	4	0.01	-model_type SAN	2	4	4	0.01	-model_type SAN -pos_encode	2	4	4	0.01	-model_type SAN-Rel	2	4	4	0.001	-model_type SAN	2	4	4	0.001	-model_type SAN -pos_encode	2	4	4	0.001	-model_type SAN-Rel	3	1	1	0.01	-model_type SAN	0.025793650793650792	0.0
3	1	1	0.01	-model_type SAN -pos_encode	0.040674603174603176	0.0
3	1	1	0.01	-model_type SAN-Rel	3	1	1	0.001	-model_type SAN	0.025793650793650792	0.0
3	1	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	1	1	0.001	-model_type SAN-Rel	3	1	2	0.01	-model_type SAN	3	1	2	0.01	-model_type SAN -pos_encode	3	1	2	0.01	-model_type SAN-Rel	3	1	2	0.001	-model_type SAN	3	1	2	0.001	-model_type SAN -pos_encode	3	1	2	0.001	-model_type SAN-Rel	3	1	3	0.01	-model_type SAN	0.025793650793650792	0.0
3	1	3	0.01	-model_type SAN -pos_encode	0.07539682539682539	0.0
3	1	3	0.01	-model_type SAN-Rel	3	1	3	0.001	-model_type SAN	0.025793650793650792	0.0
3	1	3	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	1	3	0.001	-model_type SAN-Rel	3	1	4	0.01	-model_type SAN	3	1	4	0.01	-model_type SAN -pos_encode	3	1	4	0.01	-model_type SAN-Rel	3	1	4	0.001	-model_type SAN	3	1	4	0.001	-model_type SAN -pos_encode	3	1	4	0.001	-model_type SAN-Rel	3	2	1	0.01	-model_type SAN	0.039186507936507936	0.0
3	2	1	0.01	-model_type SAN -pos_encode	0.05803571428571429	0.0
3	2	1	0.01	-model_type SAN-Rel	3	2	1	0.001	-model_type SAN	0.025793650793650792	0.0
3	2	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	2	1	0.001	-model_type SAN-Rel	3	2	2	0.01	-model_type SAN	3	2	2	0.01	-model_type SAN -pos_encode	3	2	2	0.01	-model_type SAN-Rel	3	2	2	0.001	-model_type SAN	3	2	2	0.001	-model_type SAN -pos_encode	3	2	2	0.001	-model_type SAN-Rel	3	2	3	0.01	-model_type SAN	0.04017857142857143	0.0
3	2	3	0.01	-model_type SAN -pos_encode	0.08779761904761904	0.0
3	2	3	0.01	-model_type SAN-Rel	3	2	3	0.001	-model_type SAN	0.025793650793650792	0.0
3	2	3	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	2	3	0.001	-model_type SAN-Rel	3	2	4	0.01	-model_type SAN	3	2	4	0.01	-model_type SAN -pos_encode	3	2	4	0.01	-model_type SAN-Rel	3	2	4	0.001	-model_type SAN	3	2	4	0.001	-model_type SAN -pos_encode	3	2	4	0.001	-model_type SAN-Rel	3	3	1	0.01	-model_type SAN	0.027281746031746032	0.0
3	3	1	0.01	-model_type SAN -pos_encode	0.03273809523809524	0.0
3	3	1	0.01	-model_type SAN-Rel	3	3	1	0.001	-model_type SAN	0.025793650793650792	0.0
3	3	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	3	1	0.001	-model_type SAN-Rel	3	3	2	0.01	-model_type SAN	3	3	2	0.01	-model_type SAN -pos_encode	3	3	2	0.01	-model_type SAN-Rel	3	3	2	0.001	-model_type SAN	3	3	2	0.001	-model_type SAN -pos_encode	3	3	2	0.001	-model_type SAN-Rel	3	3	3	0.01	-model_type SAN	0.05853174603174603	0.0
3	3	3	0.01	-model_type SAN -pos_encode	0.040674603174603176	0.0
3	3	3	0.01	-model_type SAN-Rel	3	3	3	0.001	-model_type SAN	0.025793650793650792	0.0
3	3	3	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	3	3	0.001	-model_type SAN-Rel	3	3	4	0.01	-model_type SAN	3	3	4	0.01	-model_type SAN -pos_encode	3	3	4	0.01	-model_type SAN-Rel	3	3	4	0.001	-model_type SAN	3	3	4	0.001	-model_type SAN -pos_encode	3	3	4	0.001	-model_type SAN-Rel	3	4	1	0.01	-model_type SAN	0.025793650793650792	0.0
3	4	1	0.01	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	4	1	0.01	-model_type SAN-Rel	3	4	1	0.001	-model_type SAN	0.025793650793650792	0.0
3	4	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	4	1	0.001	-model_type SAN-Rel	3	4	2	0.01	-model_type SAN	3	4	2	0.01	-model_type SAN -pos_encode	3	4	2	0.01	-model_type SAN-Rel	3	4	2	0.001	-model_type SAN	3	4	2	0.001	-model_type SAN -pos_encode	3	4	2	0.001	-model_type SAN-Rel	3	4	3	0.01	-model_type SAN	0.034722222222222224	0.0
3	4	3	0.01	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	4	3	0.01	-model_type SAN-Rel	3	4	3	0.001	-model_type SAN	0.025793650793650792	0.0
3	4	3	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
3	4	3	0.001	-model_type SAN-Rel	3	4	4	0.01	-model_type SAN	3	4	4	0.01	-model_type SAN -pos_encode	3	4	4	0.01	-model_type SAN-Rel	3	4	4	0.001	-model_type SAN	3	4	4	0.001	-model_type SAN -pos_encode	3	4	4	0.001	-model_type SAN-Rel	4	1	1	0.01	-model_type SAN	0.025793650793650792	0.0
4	1	1	0.01	-model_type SAN -pos_encode	0.11160714285714286	0.0
4	1	1	0.01	-model_type SAN-Rel	0.025793650793650792	0.0
4	1	1	0.001	-model_type SAN	0.025793650793650792	0.0
4	1	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	1	1	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	1	2	0.01	-model_type SAN	0.03273809523809524	0.0
4	1	2	0.01	-model_type SAN -pos_encode	0.1841600529100529	0.0
4	1	2	0.01	-model_type SAN-Rel	1.0	0.9995039682539683
4	1	2	0.001	-model_type SAN	0.025793650793650792	0.0
4	1	2	0.001	-model_type SAN -pos_encode	0.04117063492063492	0.0
4	1	2	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	1	3	0.01	-model_type SAN	4	1	3	0.01	-model_type SAN -pos_encode	4	1	3	0.01	-model_type SAN-Rel	1.0	0.9801587301587301
4	1	3	0.001	-model_type SAN	4	1	3	0.001	-model_type SAN -pos_encode	4	1	3	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	1	4	0.01	-model_type SAN	0.025793650793650792	0.0
4	1	4	0.01	-model_type SAN -pos_encode	0.10664682539682539	0.0
4	1	4	0.01	-model_type SAN-Rel	1.0	1.0
4	1	4	0.001	-model_type SAN	0.025793650793650792	0.0
4	1	4	0.001	-model_type SAN -pos_encode	0.04117063492063492	0.0
4	1	4	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	2	1	0.01	-model_type SAN	0.062003968253968256	0.0
4	2	1	0.01	-model_type SAN -pos_encode	0.057539682539682536	0.0
4	2	1	0.01	-model_type SAN-Rel	1.0	0.9851190476190477
4	2	1	0.001	-model_type SAN	0.025793650793650792	0.0
4	2	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	2	1	0.001	-model_type SAN-Rel	0.06845238095238096	0.0
4	2	2	0.01	-model_type SAN	0.06349206349206349	0.0
4	2	2	0.01	-model_type SAN -pos_encode	0.05704365079365079	0.0
4	2	2	0.01	-model_type SAN-Rel	1.0	0.9856150793650794
4	2	2	0.001	-model_type SAN	0.025793650793650792	0.0
4	2	2	0.001	-model_type SAN -pos_encode	0.040674603174603176	0.0
4	2	2	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	2	3	0.01	-model_type SAN	4	2	3	0.01	-model_type SAN -pos_encode	4	2	3	0.01	-model_type SAN-Rel	1.0	1.0
4	2	3	0.001	-model_type SAN	4	2	3	0.001	-model_type SAN -pos_encode	4	2	3	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	2	4	0.01	-model_type SAN	0.060515873015873016	0.0
4	2	4	0.01	-model_type SAN -pos_encode	0.1324404761904762	0.0
4	2	4	0.01	-model_type SAN-Rel	1.0	1.0
4	2	4	0.001	-model_type SAN	0.046130952380952384	0.0
4	2	4	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	2	4	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	3	1	0.01	-model_type SAN	0.1056547619047619	0.0
4	3	1	0.01	-model_type SAN -pos_encode	0.05109126984126984	0.0
4	3	1	0.01	-model_type SAN-Rel	1.0	1.0
4	3	1	0.001	-model_type SAN	0.025793650793650792	0.0
4	3	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	3	1	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	3	2	0.01	-model_type SAN	0.025793650793650792	0.0
4	3	2	0.01	-model_type SAN -pos_encode	0.14894179894179893	0.000496031746031746
4	3	2	0.01	-model_type SAN-Rel	1.0	1.0
4	3	2	0.001	-model_type SAN	0.054563492063492064	0.0
4	3	2	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	3	2	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	3	3	0.01	-model_type SAN	4	3	3	0.01	-model_type SAN -pos_encode	4	3	3	0.01	-model_type SAN-Rel	1.0	0.9895833333333334
4	3	3	0.001	-model_type SAN	4	3	3	0.001	-model_type SAN -pos_encode	4	3	3	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	3	4	0.01	-model_type SAN	0.025793650793650792	0.0
4	3	4	0.01	-model_type SAN -pos_encode	0.11117724867724868	0.0
4	3	4	0.01	-model_type SAN-Rel	1.0	1.0
4	3	4	0.001	-model_type SAN	0.051587301587301584	0.0
4	3	4	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	3	4	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	4	1	0.01	-model_type SAN	0.08531746031746032	0.0
4	4	1	0.01	-model_type SAN -pos_encode	0.04017857142857143	0.0
4	4	1	0.01	-model_type SAN-Rel	1.0	1.0
4	4	1	0.001	-model_type SAN	0.03521825396825397	0.0
4	4	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	4	1	0.001	-model_type SAN-Rel	0.21590608465608466	0.000496031746031746
4	4	2	0.01	-model_type SAN	0.0873015873015873	0.0
4	4	2	0.01	-model_type SAN -pos_encode	0.05257936507936508	0.0
4	4	2	0.01	-model_type SAN-Rel	0.5028108465608465	0.5064153439153439
4	4	2	0.001	-model_type SAN	0.0441468253968254	0.0
4	4	2	0.001	-model_type SAN -pos_encode	0.0625	0.0
4	4	2	0.001	-model_type SAN-Rel	0.19791666666666666	0.0
4	4	3	0.01	-model_type SAN	4	4	3	0.01	-model_type SAN -pos_encode	4	4	3	0.01	-model_type SAN-Rel	1.0	0.9995039682539683
4	4	3	0.001	-model_type SAN	4	4	3	0.001	-model_type SAN -pos_encode	4	4	3	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
4	4	4	0.01	-model_type SAN	0.15333994708994708	0.0
4	4	4	0.01	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	4	4	0.01	-model_type SAN-Rel	1.0	0.9995039682539683
4	4	4	0.001	-model_type SAN	0.050595238095238096	0.0
4	4	4	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
4	4	4	0.001	-model_type SAN-Rel	0.19153439153439153	0.0
5	1	1	0.01	-model_type SAN	0.025793650793650792	0.0
5	1	1	0.01	-model_type SAN -pos_encode	0.5441137566137566	0.03521825396825397
5	1	1	0.01	-model_type SAN-Rel	5	1	1	0.001	-model_type SAN	0.025793650793650792	0.0
5	1	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
5	1	1	0.001	-model_type SAN-Rel	5	1	2	0.01	-model_type SAN	5	1	2	0.01	-model_type SAN -pos_encode	5	1	2	0.01	-model_type SAN-Rel	5	1	2	0.001	-model_type SAN	5	1	2	0.001	-model_type SAN -pos_encode	5	1	2	0.001	-model_type SAN-Rel	5	1	3	0.01	-model_type SAN	5	1	3	0.01	-model_type SAN -pos_encode	5	1	3	0.01	-model_type SAN-Rel	5	1	3	0.001	-model_type SAN	5	1	3	0.001	-model_type SAN -pos_encode	5	1	3	0.001	-model_type SAN-Rel	5	1	4	0.01	-model_type SAN	5	1	4	0.01	-model_type SAN -pos_encode	5	1	4	0.01	-model_type SAN-Rel	5	1	4	0.001	-model_type SAN	5	1	4	0.001	-model_type SAN -pos_encode	5	1	4	0.001	-model_type SAN-Rel	5	2	1	0.01	-model_type SAN	0.025793650793650792	0.0
5	2	1	0.01	-model_type SAN -pos_encode	0.0798611111111111	0.0
5	2	1	0.01	-model_type SAN-Rel	5	2	1	0.001	-model_type SAN	0.025793650793650792	0.0
5	2	1	0.001	-model_type SAN -pos_encode	0.025793650793650792	0.0
5	2	1	0.001	-model_type SAN-Rel	5	2	2	0.01	-model_type SAN	5	2	2	0.01	-model_type SAN -pos_encode	5	2	2	0.01	-model_type SAN-Rel	5	2	2	0.001	-model_type SAN	5	2	2	0.001	-model_type SAN -pos_encode	5	2	2	0.001	-model_type SAN-Rel	5	2	3	0.01	-model_type SAN	5	2	3	0.01	-model_type SAN -pos_encode	5	2	3	0.01	-model_type SAN-Rel	5	2	3	0.001	-model_type SAN	5	2	3	0.001	-model_type SAN -pos_encode	5	2	3	0.001	-model_type SAN-Rel	5	2	4	0.01	-model_type SAN	5	2	4	0.01	-model_type SAN -pos_encode	5	2	4	0.01	-model_type SAN-Rel	5	2	4	0.001	-model_type SAN	5	2	4	0.001	-model_type SAN -pos_encode	5	2	4	0.001	-model_type SAN-Rel	5	3	1	0.01	-model_type SAN	0.047619047619047616	0.0
5	3	1	0.01	-model_type SAN -pos_encode	0.025793650793650792	0.0
5	3	1	0.01	-model_type SAN-Rel	5	3	1	0.001	-model_type SAN	0.04712301587301587	0.0
5	3	1	0.001	-model_type SAN -pos_encode	0.06498015873015874	0.0
5	3	1	0.001	-model_type SAN-Rel	5	3	2	0.01	-model_type SAN	5	3	2	0.01	-model_type SAN -pos_encode	5	3	2	0.01	-model_type SAN-Rel	5	3	2	0.001	-model_type SAN	5	3	2	0.001	-model_type SAN -pos_encode	5	3	2	0.001	-model_type SAN-Rel	5	3	3	0.01	-model_type SAN	5	3	3	0.01	-model_type SAN -pos_encode	5	3	3	0.01	-model_type SAN-Rel	5	3	3	0.001	-model_type SAN	5	3	3	0.001	-model_type SAN -pos_encode	5	3	3	0.001	-model_type SAN-Rel	5	3	4	0.01	-model_type SAN	5	3	4	0.01	-model_type SAN -pos_encode	5	3	4	0.01	-model_type SAN-Rel	5	3	4	0.001	-model_type SAN	5	3	4	0.001	-model_type SAN -pos_encode	5	3	4	0.001	-model_type SAN-Rel	5	4	1	0.01	-model_type SAN	0.039186507936507936	0.0
5	4	1	0.01	-model_type SAN -pos_encode	0.025793650793650792	0.0
5	4	1	0.01	-model_type SAN-Rel	5	4	1	0.001	-model_type SAN	0.10119047619047619	0.0
5	4	1	0.001	-model_type SAN -pos_encode	0.05704365079365079	0.0
5	4	1	0.001	-model_type SAN-Rel	5	4	2	0.01	-model_type SAN	5	4	2	0.01	-model_type SAN -pos_encode	5	4	2	0.01	-model_type SAN-Rel	5	4	2	0.001	-model_type SAN	5	4	2	0.001	-model_type SAN -pos_encode	5	4	2	0.001	-model_type SAN-Rel	5	4	3	0.01	-model_type SAN	5	4	3	0.01	-model_type SAN -pos_encode	5	4	3	0.01	-model_type SAN-Rel	5	4	3	0.001	-model_type SAN	5	4	3	0.001	-model_type SAN -pos_encode	5	4	3	0.001	-model_type SAN-Rel	5	4	4	0.01	-model_type SAN	5	4	4	0.01	-model_type SAN -pos_encode	5	4	4	0.01	-model_type SAN-Rel	5	4	4	0.001	-model_type SAN	5	4	4	0.001	-model_type SAN -pos_encode	5	4	4	0.001	-model_type SAN-Rel	6	1	1	0.01	-model_type SAN	0.025793650793650792	0.0
6	1	1	0.01	-model_type SAN -pos_encode	0.9553571428571429	0.13449074074074074
6	1	1	0.01	-model_type SAN-Rel	1.0	1.0
6	1	1	0.001	-model_type SAN	0.025793650793650792	0.0
6	1	1	0.001	-model_type SAN -pos_encode	0.06349206349206349	0.0
6	1	1	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	1	2	0.01	-model_type SAN	0.025793650793650792	0.0
6	1	2	0.01	-model_type SAN -pos_encode	0.39708994708994705	0.001488095238095238
6	1	2	0.01	-model_type SAN-Rel	1.0	1.0
6	1	2	0.001	-model_type SAN	0.025793650793650792	0.0
6	1	2	0.001	-model_type SAN -pos_encode	0.05009920634920635	0.0
6	1	2	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	1	3	0.01	-model_type SAN	0.025793650793650792	0.0
6	1	3	0.01	-model_type SAN -pos_encode	0.3121362433862434	0.000992063492063492
6	1	3	0.01	-model_type SAN-Rel	1.0	1.0
6	1	3	0.001	-model_type SAN	0.025793650793650792	0.0
6	1	3	0.001	-model_type SAN -pos_encode	0.05406746031746032	0.0
6	1	3	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	1	4	0.01	-model_type SAN	6	1	4	0.01	-model_type SAN -pos_encode	6	1	4	0.01	-model_type SAN-Rel	1.0	1.0
6	1	4	0.001	-model_type SAN	6	1	4	0.001	-model_type SAN -pos_encode	6	1	4	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	2	1	0.01	-model_type SAN	0.04513888888888889	0.0
6	2	1	0.01	-model_type SAN -pos_encode	0.09226190476190477	0.0
6	2	1	0.01	-model_type SAN-Rel	1.0	1.0
6	2	1	0.001	-model_type SAN	0.047619047619047616	0.0
6	2	1	0.001	-model_type SAN -pos_encode	0.0679563492063492	0.0
6	2	1	0.001	-model_type SAN-Rel	0.5052910052910052	0.0666005291005291
6	2	2	0.01	-model_type SAN	0.05505952380952381	0.0
6	2	2	0.01	-model_type SAN -pos_encode	0.20939153439153438	0.0
6	2	2	0.01	-model_type SAN-Rel	1.0	0.9627314814814815
6	2	2	0.001	-model_type SAN	0.052083333333333336	0.0
6	2	2	0.001	-model_type SAN -pos_encode	0.07886904761904762	0.0
6	2	2	0.001	-model_type SAN-Rel	0.3772486772486772	0.01636904761904762
6	2	3	0.01	-model_type SAN	0.03968253968253968	0.0
6	2	3	0.01	-model_type SAN -pos_encode	0.04272486772486773	0.0
6	2	3	0.01	-model_type SAN-Rel	1.0	1.0
6	2	3	0.001	-model_type SAN	0.053075396825396824	0.0
6	2	3	0.001	-model_type SAN -pos_encode	0.08680555555555555	0.0
6	2	3	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	2	4	0.01	-model_type SAN	6	2	4	0.01	-model_type SAN -pos_encode	6	2	4	0.01	-model_type SAN-Rel	1.0	1.0
6	2	4	0.001	-model_type SAN	6	2	4	0.001	-model_type SAN -pos_encode	6	2	4	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	3	1	0.01	-model_type SAN	0.025793650793650792	0.0
6	3	1	0.01	-model_type SAN -pos_encode	0.040674603174603176	0.0
6	3	1	0.01	-model_type SAN-Rel	0.025793650793650792	0.0
6	3	1	0.001	-model_type SAN	0.11359126984126984	0.0
6	3	1	0.001	-model_type SAN -pos_encode	0.1185515873015873	0.0
6	3	1	0.001	-model_type SAN-Rel	0.6632936507936508	0.18918650793650793
6	3	2	0.01	-model_type SAN	0.08878968253968254	0.0
6	3	2	0.01	-model_type SAN -pos_encode	0.06349206349206349	0.0
6	3	2	0.01	-model_type SAN-Rel	1.0	1.0
6	3	2	0.001	-model_type SAN	0.08333333333333333	0.0
6	3	2	0.001	-model_type SAN -pos_encode	0.06646825396825397	0.0
6	3	2	0.001	-model_type SAN-Rel	0.37328042328042327	0.017361111111111112
6	3	3	0.01	-model_type SAN	0.049107142857142856	0.0
6	3	3	0.01	-model_type SAN -pos_encode	0.07539682539682539	0.0
6	3	3	0.01	-model_type SAN-Rel	1.0	1.0
6	3	3	0.001	-model_type SAN	0.07837301587301587	0.0
6	3	3	0.001	-model_type SAN -pos_encode	0.10218253968253968	0.0
6	3	3	0.001	-model_type SAN-Rel	0.2655753968253968	0.003472222222222222
6	3	4	0.01	-model_type SAN	6	3	4	0.01	-model_type SAN -pos_encode	6	3	4	0.01	-model_type SAN-Rel	1.0	0.8723875661375662
6	3	4	0.001	-model_type SAN	6	3	4	0.001	-model_type SAN -pos_encode	6	3	4	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	4	1	0.01	-model_type SAN	0.025793650793650792	0.0
6	4	1	0.01	-model_type SAN -pos_encode	0.040674603174603176	0.0
6	4	1	0.01	-model_type SAN-Rel	1.0	1.0
6	4	1	0.001	-model_type SAN	0.17764550264550263	0.0
6	4	1	0.001	-model_type SAN -pos_encode	0.09722222222222222	0.0
6	4	1	0.001	-model_type SAN-Rel	0.3866732804232804	0.03280423280423281
6	4	2	0.01	-model_type SAN	0.07242063492063493	0.0
6	4	2	0.01	-model_type SAN -pos_encode	0.03869047619047619	0.0
6	4	2	0.01	-model_type SAN-Rel	0.5028108465608465	0.4611441798941799
6	4	2	0.001	-model_type SAN	0.09027777777777778	0.0
6	4	2	0.001	-model_type SAN -pos_encode	0.08134920634920635	0.0
6	4	2	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	4	3	0.01	-model_type SAN	0.025793650793650792	0.0
6	4	3	0.01	-model_type SAN -pos_encode	0.03373015873015873	0.0
6	4	3	0.01	-model_type SAN-Rel	1.0	1.0
6	4	3	0.001	-model_type SAN	0.17466931216931217	0.0
6	4	3	0.001	-model_type SAN -pos_encode	0.1076388888888889	0.0
6	4	3	0.001	-model_type SAN-Rel	0.025793650793650792	0.0
6	4	4	0.01	-model_type SAN	6	4	4	0.01	-model_type SAN -pos_encode	6	4	4	0.01	-model_type SAN-Rel	1.0	1.0
6	4	4	0.001	-model_type SAN	6	4	4	0.001	-model_type SAN -pos_encode	6	4	4	0.001	-model_type SAN-Rel	0.4199074074074074	0.02976190476190476
7	1	1	0.01	-model_type SAN	0.03422619047619048	0.0
7	1	1	0.01	-model_type SAN -pos_encode	0.7624338624338624	0.04619708994708995
7	1	1	0.01	-model_type SAN-Rel	7	1	1	0.001	-model_type SAN	0.025793650793650792	0.0
7	1	1	0.001	-model_type SAN -pos_encode	0.05009920634920635	0.0
